s,st,b,q,ba,qa,i,ts,an,qn,o,h,l,c,v,qv,y,as,pm,pn,cs,tags,pom,pomt,etf
BNBBTC,TRADING,BNB,BTC,,฿,0.01,1e-7,BNB,Bitcoin,0.0015854,0.0016266,0.0015734,0.0015994,539665.55,864.02564108,0,539665.55,BTC,BTC,152665937,"[""pos"",""mining-zone""]",,,
NULSBTC,TRADING,NULS,BTC,,฿,1,1e-8,Nuls,Bitcoin,0.00001315,0.00001393,0.000013,0.00001387,366438,4.94064287,0,366438,BTC,BTC,99620739,"[""pos"",""mining-zone""]",,,
NEOBTC,TRADING,NEO,BTC,,฿,0.01,0.000001,NEO,Bitcoin,0.000937,0.000963,0.000926,0.000952,154289.07,145.4801636,0,154289.07,BTC,BTC,65000000,"[""pos"",""mining-zone""]",,,
NULSETH,BREAK,NULS,ETH,,Ξ,1,1e-8,Nuls,Ethereum,0.00053403,0.00054836,0.00051918,0.00051926,76339,40.47462862,0,76339,ALTS,ALTS,99620739,"[""pos"",""mining-zone""]",,,
LINKBTC,TRADING,LINK,BTC,,฿,0.1,1e-8,ChainLink,Bitcoin,0.00072253,0.000729,0.00070562,0.00072315,1080225.3,775.77915686,0,1080225.3,BTC,BTC,394509556,"[""defi""]",,,
IOTABTC,TRADING,IOTA,BTC,,฿,1,1e-8,MIOTA,Bitcoin,0.00001737,0.00001804,0.0000172,0.0000177,3357975,58.98531279,0,3357975,BTC,BTC,2779530283,"[""pow""]",,,
ETCBTC,TRADING,ETC,BTC,,฿,0.01,1e-7,Ethereum Classic,Bitcoin,0.0003329,0.0003359,0.0003252,0.000328,320234.96,105.33225809,0,320234.96,BTC,BTC,116313299,"[""pow"",""mining-zone""]",,,
KNCBTC,TRADING,KNC,BTC,,฿,1,1e-8,KyberNetwork,Bitcoin,0.00005282,0.00005432,0.00005199,0.00005332,1091810,57.99720144,0,1091810,BTC,BTC,200674735,"[""defi""]",,,
WTCBTC,TRADING,WTC,BTC,,฿,0.01,1e-7,Walton,Bitcoin,0.0000193,0.0000196,0.0000189,0.0000193,620043.89,11.92065176,0,620043.89,BTC,BTC,72133493,"[""pow"",""pos"",""mining-zone""]",,,
SNGLSBTC,TRADING,SNGLS,BTC,,฿,1,1e-8,Breaker,Bitcoin,3.3e-7,3.5e-7,3.3e-7,3.3e-7,11940952,4.02542939,0,11940952,BTC,BTC,600000000,[],,,
EOSETH,TRADING,EOS,ETH,,Ξ,0.01,0.000001,EOS,Ethereum,0.005138,0.00518,0.005058,0.005123,692724.34,3553.44347521,0,692724.34,ALTS,ALTS,938247865,"[""pos"",""mining-zone""]",,,
SNTETH,TRADING,SNT,ETH,,Ξ,1,1e-8,Status,Ethereum,0.0000688,0.00007005,0.00006588,0.0000681,1441862,98.03627541,0,1441862,ALTS,ALTS,3470483788,[],,,
BTCUSDT,TRADING,BTC,USDT,฿,,0.000001,0.01,Bitcoin,TetherUS,19299.79,19342,18330,18907.21,86294.09,1632411572.1046345,0,86294.085517,USDⓈ,USDⓈ,18559718,"[""pow"",""mining-zone""]",,,
OMGETH,TRADING,OMG,ETH,,Ξ,0.01,0.000001,OmiseGO,Ethereum,0.006235,0.006363,0.006155,0.006272,26570.28,166.12205441,0,26570.28,ALTS,ALTS,102042552,"[""pos"",""mining-zone""]",,,
GASBTC,TRADING,GAS,BTC,,฿,0.01,1e-7,NeoGas,Bitcoin,0.0000898,0.0001085,0.0000852,0.000094,872448.14,81.22084957,0,872448.14,BTC,BTC,10128375,[],,,
BQXETH,TRADING,BQX,ETH,,Ξ,1,1e-7,Voyager Token,Ethereum,0.0002589,0.0002813,0.0002553,0.0002813,165295,44.6849572,0,165295,ALTS,ALTS,,[],,,
WTCETH,TRADING,WTC,ETH,,Ξ,0.01,0.000001,Walton,Ethereum,0.000617,0.000626,0.000604,0.000623,45918.99,28.19473342,0,45918.99,ALTS,ALTS,72133493,"[""pow"",""pos"",""mining-zone""]",,,
QTUMETH,TRADING,QTUM,ETH,,Ξ,0.01,0.000001,Qtum,Ethereum,0.004667,0.004716,0.0046,0.004689,5085.49,23.69012671,0,5085.49,ALTS,ALTS,97437863,"[""pos"",""mining-zone""]",,,
BNTETH,TRADING,BNT,ETH,,Ξ,0.01,0.000001,Bancor,Ethereum,0.001631,0.001661,0.001613,0.001644,68004.56,110.89949144,0,68004.56,ALTS,ALTS,88069173,"[""defi""]",,,
SNMBTC,TRADING,SNM,BTC,,฿,1,1e-8,SONM,Bitcoin,5.6e-7,5.7e-7,4.8e-7,5.1e-7,35084688,18.19267951,0,35084688,BTC,BTC,359600000,"[""storage-zone""]",,,
BQXBTC,TRADING,BQX,BTC,,฿,1,1e-8,Voyager Token,Bitcoin,0.00000816,0.0000088,0.00000804,0.00000874,1147156,9.70722894,0,1147156,BTC,BTC,,[],,,
NEOETH,TRADING,NEO,ETH,,Ξ,0.01,0.000001,NEO,Ethereum,0.029658,0.030746,0.029566,0.030665,12604.73,379.66835669,0,12604.73,ALTS,ALTS,65000000,"[""pos"",""mining-zone""]",,,
KNCETH,TRADING,KNC,ETH,,Ξ,1,1e-7,KyberNetwork,Ethereum,0.0016849,0.0017211,0.0016622,0.0017143,69617,117.883258,0,69617,ALTS,ALTS,200674735,"[""defi""]",,,
ZRXETH,TRADING,ZRX,ETH,,Ξ,1,1e-8,0x,Ethereum,0.00068654,0.00072027,0.00067845,0.00072027,119305,83.20192983,0,119305,ALTS,ALTS,743937911,"[""defi""]",,,
QTUMBTC,TRADING,QTUM,BTC,,฿,0.01,1e-7,Qtum,Bitcoin,0.0001457,0.000148,0.000144,0.0001459,238585.26,34.77401551,0,238585.26,BTC,BTC,97437863,"[""pos"",""mining-zone""]",,,
FUNETH,TRADING,FUN,ETH,,Ξ,1,1e-8,FunFair,Ethereum,0.00000676,0.0000069,0.00000673,0.00000683,2140239,14.56886474,0,2140239,ALTS,ALTS,6548879188,[],,,
LTCBTC,TRADING,LTC,BTC,Ł,฿,0.01,0.000001,Litecoin,Bitcoin,0.004692,0.004817,0.004477,0.004578,504491.24,2332.99571365,0,504491.24,BTC,BTC,65994089,"[""pow"",""mining-zone""]",,,
LINKETH,TRADING,LINK,ETH,,Ξ,0.01,0.000001,ChainLink,Ethereum,0.023016,0.023254,0.0225,0.023175,77003.8,1763.83905878,0,77003.8,ALTS,ALTS,394509556,"[""defi""]",,,
ETHBTC,TRADING,ETH,BTC,Ξ,฿,0.001,0.000001,Ethereum,Bitcoin,0.031383,0.031621,0.030973,0.031154,250159.204,7832.13057522,0,250159.204,BTC,BTC,113660608,"[""pow"",""mining-zone""]",,,
XVGETH,TRADING,XVG,ETH,,Ξ,1,1e-8,Verge,Ethereum,0.00001188,0.000013,0.00001151,0.00001245,37301247,455.61335634,0,37301247,ALTS,ALTS,16397176943,"[""pow"",""mining-zone""]",,,
ZRXBTC,TRADING,ZRX,BTC,,฿,1,1e-8,0x,Bitcoin,0.00002144,0.00002241,0.00002119,0.00002234,1257515,27.29216129,0,1257515,BTC,BTC,743937911,"[""defi""]",,,
IOTAETH,TRADING,IOTA,ETH,,Ξ,1,1e-8,MIOTA,Ethereum,0.00055488,0.00057804,0.00054873,0.00056787,377821,211.87789747,0,377821,ALTS,ALTS,2779530283,"[""pow""]",,,
OMGBTC,TRADING,OMG,BTC,,฿,0.01,1e-7,OmiseGO,Bitcoin,0.0001958,0.0002,0.0001926,0.0001958,454050.78,88.9222236,0,454050.78,BTC,BTC,102042552,"[""pos"",""mining-zone""]",,,
AAVEBKRW,TRADING,AAVE,BKRW,,,0.001,1,Aave,Binance KRW,83710,97851,80203,95770,1269,110521830.987,0,1268.929,USDⓈ,USDⓈ,,"[""defi""]",,,
AAVEBNB,TRADING,AAVE,BNB,,,0.01,0.0001,Aave,BNB,2.498,2.9502,2.419,2.864,3034.44,8206.940089,0,3034.44,BNB,BNB,,"[""defi""]",,,
AAVEBTC,TRADING,AAVE,BTC,,฿,0.01,0.000001,Aave,Bitcoin,0.003961,0.00475,0.00386,0.004602,151247.84,655.18195405,0,151247.84,BTC,BTC,,"[""defi""]",,,
AAVEBUSD,TRADING,AAVE,BUSD,,,0.001,0.001,Aave,BUSD,75.686,90.088,71.775,86.867,11889.315,955576.496514,0,11889.315,USDⓈ,USDⓈ,,"[""defi""]",,,
AAVEETH,TRADING,AAVE,ETH,,Ξ,0.001,0.00001,Aave,Ethereum,0.12646,0.152,0.12337,0.14753,13018.206,1804.11849568,0,13018.206,ALTS,ALTS,,"[""defi""]",,,
AAVEUSDT,TRADING,AAVE,USDT,,,0.001,0.001,Aave,TetherUS,76.347,89.5,71.601,86.879,496652.045,40209255.632052,0,496652.045,USDⓈ,USDⓈ,,"[""defi""]",,,
ADABKRW,TRADING,ADA,BKRW,,,0.1,0.01,Cardano,Binance KRW,177.27,177.27,167.28,169.83,324813.5,55778597.5,0,324813.5,USDⓈ,USDⓈ,31112484646,"[""mining-zone"",""pos""]",,,
ADABNB,TRADING,ADA,BNB,,,1,0.000001,Cardano,BNB,0.005257,0.005284,0.005063,0.005128,2491765,12889.425863,0,2491765,BNB,BNB,31112484646,"[""mining-zone"",""pos""]",,,
ADABTC,TRADING,ADA,BTC,,฿,1,1e-8,Cardano,Bitcoin,0.00000834,0.00000841,0.00000811,0.00000823,109799334,908.27535894,0,109799334,BTC,BTC,31112484646,"[""mining-zone"",""pos""]",,,
ADABUSD,TRADING,ADA,BUSD,,,0.1,0.00001,Cardano,BUSD,0.16084,0.16237,0.15079,0.15533,21761938.1,3405878.19618,0,21761938.1,USDⓈ,USDⓈ,31112484646,"[""mining-zone"",""pos""]",,,
ADAETH,TRADING,ADA,ETH,,Ξ,1,1e-8,Cardano,Ethereum,0.00026581,0.0002674,0.00026,0.00026355,13114970,3453.40757272,0,13114970,ALTS,ALTS,31112484646,"[""mining-zone"",""pos""]",,,
ADAEUR,TRADING,ADA,EUR,,,0.1,0.00001,Cardano,Euro,0.13431,0.1352,0.12549,0.12914,5285718,689945.034768,0,5285718,USDⓈ,USDⓈ,31112484646,"[""mining-zone"",""pos""]",,,
ADATUSD,TRADING,ADA,TUSD,,,0.1,0.00001,Cardano,TrueUSD,0.15927,0.16004,0.15035,0.15385,362821.2,56000.473642,0,362821.2,USDⓈ,USDⓈ,31112484646,"[""mining-zone"",""pos""]",,,
ADAUSDC,TRADING,ADA,USDC,,,0.1,0.00001,Cardano,USD Coin,0.16069,0.16218,0.1507,0.1544,1827300.4,285500.78109,0,1827300.4,USDⓈ,USDⓈ,31112484646,"[""mining-zone"",""pos""]",,,
ADAUSDT,TRADING,ADA,USDT,,,0.1,0.00001,Cardano,TetherUS,0.16085,0.16237,0.15065,0.1554,576801433.2,90255550.715526,0,576801433.2,USDⓈ,USDⓈ,31112484646,"[""mining-zone"",""pos""]",,,
ADXBTC,TRADING,ADX,BTC,,฿,1,1e-8,AdEx,Bitcoin,0.00001543,0.00001721,0.00001525,0.00001607,10983987,178.60962577,0,10983987,BTC,BTC,73430701,[],,,
ADXETH,TRADING,ADX,ETH,,Ξ,1,1e-7,AdEx,Ethereum,0.0004943,0.0005537,0.0004856,0.0005168,546543,284.0336904,0,546543,ALTS,ALTS,73430701,[],,,
AEBTC,TRADING,AE,BTC,,฿,1,1e-8,Aeternity,Bitcoin,0.00000678,0.00000682,0.00000641,0.00000657,2136510,14.14196601,0,2136510,BTC,BTC,326213765,"[""pow"",""mining-zone""]",,,
AEETH,BREAK,AE,ETH,,Ξ,0.01,0.000001,Aeternity,Ethereum,0.000213,0.000221,0.00021,0.000219,225055.05,48.12565448,0,225055.05,ALTS,ALTS,326213765,"[""pow"",""mining-zone""]",,,
AERGOBTC,TRADING,AERGO,BTC,,฿,1,1e-8,Aergo,Bitcoin,0.00000229,0.00000272,0.00000224,0.00000242,7294460,18.06134538,0,7294460,BTC,BTC,,"[""pos""]",,,
AERGOBUSD,TRADING,AERGO,BUSD,,,0.1,0.00001,Aergo,BUSD,0.04416,0.05103,0.04155,0.04592,870709.5,39517.18506,0,870709.5,USDⓈ,USDⓈ,,"[""pos""]",,,
AGIBTC,TRADING,AGI,BTC,,฿,1,1e-8,SingularityNET,Bitcoin,0.00000285,0.0000029,0.00000272,0.00000283,7177742,19.98448872,0,7177742,BTC,BTC,852730732,[],,,
AIONBNB,TRADING,AION,BNB,,,1,0.000001,AION,BNB,0.002441,0.002456,0.002368,0.002456,75773,183.405364,0,75773,BNB,BNB,318443045,"[""pos"",""mining-zone""]",,,
AIONBTC,TRADING,AION,BTC,,฿,1,1e-8,AION,Bitcoin,0.00000387,0.00000395,0.0000038,0.00000393,3086788,11.96939717,0,3086788,BTC,BTC,318443045,"[""pos"",""mining-zone""]",,,
AIONETH,TRADING,AION,ETH,,Ξ,0.01,0.000001,AION,Ethereum,0.000122,0.000126,0.000122,0.000126,313804.5,38.84045834,0,313804.5,ALTS,ALTS,318443045,"[""pos"",""mining-zone""]",,,
AIONUSDT,TRADING,AION,USDT,,,0.01,0.0001,AION,TetherUS,0.0745,0.0755,0.0711,0.0741,2078880.24,152590.945621,0,2078880.24,USDⓈ,USDⓈ,318443045,"[""pos"",""mining-zone""]",,,
AKROBTC,TRADING,AKRO,BTC,,฿,1,1e-8,Akropolis,Bitcoin,4.9e-7,5e-7,4.5e-7,4.7e-7,50187067,23.80392196,0,50187067,BTC,BTC,,"[""innovation-zone"",""defi""]",,,
AKROUSDT,TRADING,AKRO,USDT,,,1,0.000001,Akropolis,TetherUS,0.009321,0.009489,0.008549,0.008949,87829672,790216.66305,0,87829672,USDⓈ,USDⓈ,,"[""innovation-zone"",""defi""]",,,
ALGOBNB,TRADING,ALGO,BNB,,,0.1,0.00001,Algorand,BNB,0.0104,0.01066,0.00994,0.01041,325008.6,3341.857917,0,325008.6,BNB,BNB,2643333333,"[""pos"",""mining-zone""]",,,
ALGOBTC,TRADING,ALGO,BTC,,฿,1,1e-8,Algorand,Bitcoin,0.00001649,0.00001703,0.00001591,0.00001668,6839120,112.42436327,0,6839120,BTC,BTC,2643333333,"[""pos"",""mining-zone""]",,,
ALGOBUSD,TRADING,ALGO,BUSD,,,0.01,0.0001,Algorand,BUSD,0.319,0.325,0.299,0.3151,899925.45,280612.048138,0,899925.45,USDⓈ,USDⓈ,2643333333,"[""pos"",""mining-zone""]",,,
ALGOTUSD,TRADING,ALGO,TUSD,,,0.01,0.0001,Algorand,TrueUSD,0.3192,0.3214,0.2988,0.3165,194846.2,60566.698586,0,194846.2,USDⓈ,USDⓈ,2643333333,"[""pos"",""mining-zone""]",,,
ALGOUSDT,TRADING,ALGO,USDT,,,0.01,0.0001,Algorand,TetherUS,0.3181,0.325,0.2975,0.3158,28242774.32,8805342.435458,0,28242774.32,USDⓈ,USDⓈ,2643333333,"[""pos"",""mining-zone""]",,,
ALPHABNB,TRADING,ALPHA,BNB,,,1,1e-7,Alpha Finance Lab,BNB,0.0075133,0.0090862,0.0073611,0.008897,640269,5362.6810311,0,640269,BNB,BNB,,"[""innovation-zone"",""defi""]",,,
ALPHABTC,TRADING,ALPHA,BTC,,฿,1,1e-8,Alpha Finance Lab,Bitcoin,0.00001194,0.00001453,0.00001178,0.00001419,10197168,134.80572901,0,10197168,BTC,BTC,,"[""innovation-zone"",""defi""]",,,
ALPHABUSD,TRADING,ALPHA,BUSD,,,0.1,0.00001,Alpha Finance Lab,BUSD,0.22904,0.27336,0.22265,0.26503,1289543.3,319197.28907,0,1289543.3,USDⓈ,USDⓈ,,"[""innovation-zone"",""defi""]",,,
ALPHAUSDT,TRADING,ALPHA,USDT,,,0.1,0.00001,Alpha Finance Lab,TetherUS,0.23111,0.2745,0.22085,0.26896,35056638.6,8714254.617793,0,35056638.6,USDⓈ,USDⓈ,,"[""innovation-zone"",""defi""]",,,
AMBBTC,TRADING,AMB,BTC,,฿,1,1e-8,Ambrosus,Bitcoin,7.3e-7,7.7e-7,6.9e-7,7.3e-7,34109932,24.61607689,0,34109932,BTC,BTC,407403759,"[""pos"",""mining-zone""]",,,
ANKRBNB,TRADING,ANKR,BNB,,,1,1e-7,Ankr,BNB,0.0003212,0.0003276,0.000308,0.0003239,8106210,2585.4996964,0,8106210,BNB,BNB,2629035843,"[""pow"",""mining-zone"",""pos""]",,,
ANKRBTC,TRADING,ANKR,BTC,,฿,1,1e-8,Ankr,Bitcoin,5e-7,5.3e-7,4.9e-7,5.2e-7,193084674,98.70011775,0,193084674,BTC,BTC,2629035843,"[""pow"",""mining-zone"",""pos""]",,,
ANKRUSDT,TRADING,ANKR,USDT,,,1,0.000001,Ankr,TetherUS,0.009817,0.00994,0.009225,0.009823,301142615,2902257.480323,0,301142615,USDⓈ,USDⓈ,2629035843,"[""pow"",""mining-zone"",""pos""]",,,
ANTBNB,TRADING,ANT,BNB,,,0.01,0.0001,Aragon,BNB,0.1088,0.1152,0.108,0.1118,443375.48,48975.640588,0,443375.48,BNB,BNB,39609522,"[""pos"",""mining-zone""]",,,
ANTBUSD,TRADING,ANT,BUSD,,,0.01,0.0001,Aragon,BUSD,3.3457,3.4942,3.2613,3.3825,158007.78,530159.772144,0,158007.78,USDⓈ,USDⓈ,39609522,"[""pos"",""mining-zone""]",,,
ANTUSDT,TRADING,ANT,USDT,,,0.01,0.0001,Aragon,TetherUS,3.344,3.4995,3.26,3.3838,405144.5,1363411.242038,0,405144.5,USDⓈ,USDⓈ,39609522,"[""pos"",""mining-zone""]",,,
APPCBTC,TRADING,APPC,BTC,,฿,1,1e-8,AppCoins,Bitcoin,0.00000164,0.00000174,0.00000155,0.00000158,18594281,30.14327633,0,18594281,BTC,BTC,246203091,[],,,
ARDRBTC,TRADING,ARDR,BTC,,฿,1,1e-8,Ardor,Bitcoin,0.00000379,0.00000393,0.00000362,0.00000369,4220093,15.72312613,0,4220093,BTC,BTC,998999495,"[""pos"",""mining-zone""]",,,
ARDRUSDT,TRADING,ARDR,USDT,,,0.1,0.00001,Ardor,TetherUS,0.07267,0.07381,0.06798,0.06979,2577352.4,181781.12358,0,2577352.4,USDⓈ,USDⓈ,998999495,"[""pos"",""mining-zone""]",,,
ARKBTC,TRADING,ARK,BTC,,฿,1,1e-8,Ark,Bitcoin,0.00002165,0.00002292,0.0000215,0.00002247,884489,19.73508964,0,884489,BTC,BTC,149502282,"[""pos"",""mining-zone""]",,,
ARPABNB,TRADING,ARPA,BNB,,,1,0.000001,ARPA Chain,BNB,0.00076,0.000796,0.000743,0.000787,482383,370.028087,0,482383,BNB,BNB,684000000,[],,,
ARPABTC,TRADING,ARPA,BTC,,฿,1,1e-8,ARPA Chain,Bitcoin,0.00000121,0.00000127,0.00000118,0.00000126,20455909,25.15530139,0,20455909,BTC,BTC,684000000,[],,,
ARPAUSDT,TRADING,ARPA,USDT,,,0.1,0.00001,ARPA Chain,TetherUS,0.02325,0.02428,0.02218,0.02378,42011186.5,978263.284763,0,42011186.5,USDⓈ,USDⓈ,684000000,[],,,
ASTBTC,TRADING,AST,BTC,,฿,1,1e-8,AirSwap,Bitcoin,0.00000459,0.00000492,0.00000452,0.00000477,3041253,14.29815251,0,3041253,BTC,BTC,150000000,"[""defi""]",,,
ATOMBNB,TRADING,ATOM,BNB,,,0.01,0.0001,Cosmos,BNB,0.177,0.1774,0.1744,0.1763,7028.15,1234.734505,0,7028.15,BNB,BNB,190238328,"[""pos"",""mining-zone""]",,,
ATOMBTC,TRADING,ATOM,BTC,,฿,0.01,1e-7,Cosmos,Bitcoin,0.0002796,0.0002859,0.0002778,0.0002817,339766.07,95.56838686,0,339766.07,BTC,BTC,190238328,"[""pos"",""mining-zone""]",,,
ATOMBUSD,TRADING,ATOM,BUSD,,,0.001,0.001,Cosmos,BUSD,5.394,5.417,5.202,5.316,22609.737,120355.848277,0,22609.737,USDⓈ,USDⓈ,190238328,"[""pos"",""mining-zone""]",,,
ATOMUSDC,TRADING,ATOM,USDC,,,0.001,0.001,Cosmos,USD Coin,5.42,5.465,5.217,5.312,2409.95,12810.73675,0,2409.95,USDⓈ,USDⓈ,190238328,"[""pos"",""mining-zone""]",,,
ATOMUSDT,TRADING,ATOM,USDT,,,0.001,0.001,Cosmos,TetherUS,5.416,5.428,5.198,5.323,1431424.272,7620931.865412,0,1431424.272,USDⓈ,USDⓈ,190238328,"[""pos"",""mining-zone""]",,,
AUDBUSD,TRADING,AUD,BUSD,,,0.1,0.00001,Australia Dollar,BUSD,0.73252,0.73713,0.7308,0.73352,483333.2,354743.795169,0,483333.2,USDⓈ,USDⓈ,,[],,,
AUDIOBTC,TRADING,AUDIO,BTC,,฿,1,1e-8,Audius,Bitcoin,0.00000651,0.00000778,0.00000649,0.00000746,4510891,32.0960198,0,4510891,BTC,BTC,,[],,,
AUDIOBUSD,TRADING,AUDIO,BUSD,,,0.1,0.00001,Audius,BUSD,0.12473,0.14799,0.12215,0.14068,441123.8,59558.087539,0,441123.8,USDⓈ,USDⓈ,,[],,,
AUDIOUSDT,TRADING,AUDIO,USDT,,,0.1,0.00001,Audius,TetherUS,0.1254,0.1485,0.121,0.14086,10123301.8,1381579.707057,0,10123301.8,USDⓈ,USDⓈ,,[],,,
AUDUSDT,TRADING,AUD,USDT,,,0.1,0.00001,Australia Dollar,TetherUS,0.731,0.73686,0.73056,0.7327,893291,655586.291028,0,893291,USDⓈ,USDⓈ,,[],,,
AVABNB,TRADING,AVA,BNB,,,0.1,0.00001,Travala.com,BNB,0.02693,0.02739,0.02591,0.02679,70139.3,1871.137855,0,70139.3,BNB,BNB,,[],,,
AVABTC,TRADING,AVA,BTC,,฿,0.01,1e-7,Travala.com,Bitcoin,0.0000428,0.0000442,0.0000414,0.0000428,462636.82,19.70035755,0,462636.82,BTC,BTC,,[],,,
AVABUSD,TRADING,AVA,BUSD,,,0.01,0.0001,Travala.com,BUSD,0.8215,0.8325,0.7817,0.8089,112403.93,90192.034667,0,112403.93,USDⓈ,USDⓈ,,[],,,
AVAUSDT,TRADING,AVA,USDT,,,0.01,0.0001,Travala.com,TetherUS,0.8262,0.832,0.7813,0.8052,196125.14,158406.854202,0,196125.14,USDⓈ,USDⓈ,,[],,,
AVAXBNB,TRADING,AVAX,BNB,,,0.1,0.00001,Avalanche,BNB,0.1174,0.12471,0.1173,0.12163,3187.6,381.275601,0,3187.6,BNB,BNB,,"[""pos""]",,,
AVAXBTC,TRADING,AVAX,BTC,,฿,0.1,1e-8,Avalanche,Bitcoin,0.00018711,0.00019859,0.00018626,0.00019698,42078.2,8.09649319,0,42078.2,BTC,BTC,,"[""pos""]",,,
AVAXBUSD,TRADING,AVAX,BUSD,,,0.01,0.0001,Avalanche,BUSD,3.5976,3.7949,3.5142,3.7216,18366.63,66924.510944,0,18366.63,USDⓈ,USDⓈ,,"[""pos""]",,,
AVAXTRY,TRADING,AVAX,TRY,,,0.01,0.01,Avalanche,Turkish Lira,28.29,29.71,27.82,29.05,48469.18,1374475.106,0,48469.18,USDⓈ,USDⓈ,,"[""pos""]",,,
AVAXUSDT,TRADING,AVAX,USDT,,,0.01,0.0001,Avalanche,TetherUS,3.6135,3.7885,3.5058,3.7157,200272.36,732630.570261,0,200272.36,USDⓈ,USDⓈ,,"[""pos""]",,,
AXSBNB,TRADING,AXS,BNB,,,1,0.000001,Axie Infinity,BNB,0.013964,0.014673,0.0132,0.014673,104550,1474.537096,0,104550,BNB,BNB,,[],,,
AXSBTC,TRADING,AXS,BTC,,฿,1,1e-8,Axie Infinity,Bitcoin,0.0000221,0.00002387,0.00002157,0.00002349,2674769,61.12477488,0,2674769,BTC,BTC,,[],,,
AXSBUSD,TRADING,AXS,BUSD,,,0.1,0.00001,Axie Infinity,BUSD,0.42722,0.45357,0.40297,0.43772,117903.5,50509.174823,0,117903.5,USDⓈ,USDⓈ,,[],,,
AXSUSDT,TRADING,AXS,USDT,,,0.1,0.00001,Axie Infinity,TetherUS,0.4245,0.45,0.4,0.44399,6892484.4,2971304.26152,0,6892484.4,USDⓈ,USDⓈ,,[],,,
BAKEBNB,TRADING,BAKE,BNB,,,1,0.000001,BakeryToken,BNB,0.000443,0.000448,0.000404,0.00043,4559062,1929.571525,0,4559062,BNB,BNB,,"[""innovation-zone"",""defi""]",,,
BALBNB,TRADING,BAL,BNB,,,0.01,0.0001,Balancer,BNB,0.4679,0.4679,0.4434,0.4557,843.19,383.851057,0,843.19,BNB,BNB,,"[""defi""]",,,
BALBUSD,TRADING,BAL,BUSD,,,0.001,0.001,Balancer,BUSD,14.268,14.281,13.297,13.779,824.966,11421.687405,0,824.966,USDⓈ,USDⓈ,,"[""defi""]",,,
BALUSDT,TRADING,BAL,USDT,,,0.001,0.001,Balancer,TetherUS,14.304,14.333,13.242,13.878,105476.431,1452630.121613,0,105476.431,USDⓈ,USDⓈ,,"[""defi""]",,,
BANDBNB,TRADING,BAND,BNB,,,0.1,0.00001,BAND,BNB,0.19991,0.21043,0.19625,0.20748,19390.5,4005.605433,0,19390.5,BNB,BNB,17083333,"[""defi"",""pos""]",,,
BANDBTC,TRADING,BAND,BTC,,฿,0.1,1e-8,BAND,Bitcoin,0.00031777,0.00033723,0.00031427,0.00033375,158114.8,51.85364052,0,158114.8,BTC,BTC,17083333,"[""defi"",""pos""]",,,
BANDUSDT,TRADING,BAND,USDT,,,0.01,0.0001,BAND,TetherUS,6.1253,6.4631,5.8589,6.3075,1115260.73,6887698.517741,0,1115260.73,USDⓈ,USDⓈ,17083333,"[""defi"",""pos""]",,,
BATBNB,TRADING,BAT,BNB,,,0.1,0.00001,Basic Attention Token,BNB,0.00794,0.00803,0.00774,0.00795,120280.2,948.225153,0,120280.2,BNB,BNB,1482331732,[],,,
BATBTC,TRADING,BAT,BTC,,฿,1,1e-8,Basic Attention Token,Bitcoin,0.00001259,0.00001287,0.00001241,0.00001269,6033695,75.88549432,0,6033695,BTC,BTC,1482331732,[],,,
BATBUSD,TRADING,BAT,BUSD,,,0.01,0.0001,Basic Attention Token,BUSD,0.2438,0.2442,0.2304,0.24,326156.24,77623.799007,0,326156.24,USDⓈ,USDⓈ,1482331732,[],,,
BATETH,TRADING,BAT,ETH,,Ξ,1,1e-8,Basic Attention Token,Ethereum,0.00040023,0.00041108,0.00039625,0.00040833,162956,65.55521197,0,162956,ALTS,ALTS,1482331732,[],,,
BATUSDC,TRADING,BAT,USDC,,,0.01,0.0001,Basic Attention Token,USD Coin,0.2426,0.257,0.2284,0.2425,89426.6,21852.185847,0,89426.6,USDⓈ,USDⓈ,1482331732,[],,,
BATUSDT,TRADING,BAT,USDT,,,0.01,0.0001,Basic Attention Token,TetherUS,0.2435,0.2445,0.2305,0.2403,18360959.59,4368697.727642,0,18360959.59,USDⓈ,USDⓈ,1482331732,[],,,
BCDBTC,TRADING,BCD,BTC,,฿,1,1e-8,Bitcoin Diamond,Bitcoin,0.0000286,0.00002949,0.00002836,0.00002865,222908,6.43357085,0,222908,BTC,BTC,186492897,"[""pow"",""mining-zone""]",,,
BCHABUSD,TRADING,BCHA,BUSD,,,0.001,0.001,Bitcoin Cash ABC,BUSD,15.942,16.118,14.812,15.1,58294.673,895837.009688,0,58294.673,USDⓈ,USDⓈ,,"[""innovation-zone"",""pow""]",,,
BCHBNB,TRADING,BCH,BNB,,,0.001,0.001,Bitcoin Cash,BNB,9.89,9.939,9.449,9.558,568.263,5483.229495,0,568.263,BNB,BNB,18587943,"[""pow"",""mining-zone""]",,,
BCHBTC,TRADING,BCH,BTC,,฿,0.001,0.000001,Bitcoin Cash,Bitcoin,0.015658,0.015816,0.015143,0.015298,63945.199,987.05141724,0,63945.199,BTC,BTC,18587943,"[""pow"",""mining-zone""]",,,
BCHBUSD,TRADING,BCH,BUSD,,,0.00001,0.01,Bitcoin Cash,BUSD,302.31,305.54,280.34,289.25,12598.62,3673562.9610287,0,12598.61745,USDⓈ,USDⓈ,18587943,"[""pow"",""mining-zone""]",,,
