s,st,b,q,ba,qa,i,ts,an,qn,o,h,l,c,v,qv,y,as,pm,pn,cs,tags,pom,pomt,etf
BNBBTC,TRADING,BNB,BTC,,฿,0.01,1e-7,BNB,Bitcoin,0.0015285,0.0015436,0.001512,0.0015362,330762.6,504.8078888,0,330762.6,BTC,BTC,152665937,"[""pos"",""mining-zone""]",,,
NULSBTC,TRADING,NULS,BTC,,฿,1,1e-8,Nuls,Bitcoin,0.00001351,0.00001399,0.00001314,0.00001341,562440,7.62743222,0,562440,BTC,BTC,99620739,"[""pos"",""mining-zone""]",,,
NEOBTC,TRADING,NEO,BTC,,฿,0.01,0.000001,NEO,Bitcoin,0.000928,0.000928,0.000911,0.000914,84753.18,77.92248613,0,84753.18,BTC,BTC,65000000,"[""pos"",""mining-zone""]",,,
NULSETH,BREAK,NULS,ETH,,Ξ,1,1e-8,Nuls,Ethereum,0.00053403,0.00054836,0.00051918,0.00051926,76339,40.47462862,0,76339,ALTS,ALTS,99620739,"[""pos"",""mining-zone""]",,,
LINKBTC,TRADING,LINK,BTC,,฿,0.1,1e-8,ChainLink,Bitcoin,0.00069477,0.00069955,0.00068039,0.00068267,656556.5,451.3052853,0,656556.5,BTC,BTC,395509556,"[""defi""]",,,
IOTABTC,TRADING,IOTA,BTC,,฿,1,1e-8,MIOTA,Bitcoin,0.00001732,0.00001758,0.00001641,0.00001662,10053168,169.99426747,0,10053168,BTC,BTC,2779530283,"[""pow""]",,,
ETCBTC,TRADING,ETC,BTC,,฿,0.01,1e-7,Ethereum Classic,Bitcoin,0.0003198,0.0003229,0.0003169,0.000321,134792.77,43.08522123,0,134792.77,BTC,BTC,116313299,"[""pow"",""mining-zone""]",,,
KNCBTC,TRADING,KNC,BTC,,฿,1,1e-8,KyberNetwork,Bitcoin,0.00005108,0.0000511,0.00004939,0.0000496,789626,39.45627543,0,789626,BTC,BTC,200871753,"[""defi""]",,,
WTCBTC,TRADING,WTC,BTC,,฿,0.01,1e-7,Walton,Bitcoin,0.000019,0.0000193,0.0000184,0.0000185,637117.92,11.94994708,0,637117.92,BTC,BTC,72133493,"[""pow"",""pos"",""mining-zone""]",,,
SNGLSBTC,TRADING,SNGLS,BTC,,฿,1,1e-8,Breaker,Bitcoin,3e-7,3.1e-7,2.9e-7,3e-7,9446848,2.84773878,0,9446848,BTC,BTC,600000000,[],,,
EOSETH,TRADING,EOS,ETH,,Ξ,0.01,0.000001,EOS,Ethereum,0.005001,0.005053,0.004949,0.004986,602174.06,3007.46207775,0,602174.06,ALTS,ALTS,938388155,"[""pos"",""mining-zone""]",,,
SNTETH,TRADING,SNT,ETH,,Ξ,1,1e-8,Status,Ethereum,0.00006232,0.0000658,0.00006051,0.00006093,2017750,125.3718103,0,2017750,ALTS,ALTS,3470483788,[],,,
BTCUSDT,TRADING,BTC,USDT,฿,,0.000001,0.01,Bitcoin,TetherUS,19136.6,19420.91,18902.88,19067.45,44442.62,853122504.6215738,0,44442.61079,USDⓈ,USDⓈ,18564237,"[""pow"",""mining-zone""]",,,
OMGETH,TRADING,OMG,ETH,,Ξ,0.01,0.000001,OmiseGO,Ethereum,0.006182,0.006299,0.00602,0.006079,117214.64,717.34499144,0,117214.64,ALTS,ALTS,102042552,"[""pos"",""mining-zone""]",,,
GASBTC,TRADING,GAS,BTC,,฿,0.01,1e-7,NeoGas,Bitcoin,0.0000893,0.000091,0.0000867,0.0000878,159781.07,14.02330611,0,159781.07,BTC,BTC,10128375,[],,,
BQXETH,TRADING,BQX,ETH,,Ξ,1,1e-7,Voyager Token,Ethereum,0.0002775,0.0003,0.0002755,0.000292,294977,84.8640633,0,294977,ALTS,ALTS,,[],,,
WTCETH,TRADING,WTC,ETH,,Ξ,0.01,0.000001,Walton,Ethereum,0.000617,0.000622,0.000596,0.000601,46931.87,28.43460355,0,46931.87,ALTS,ALTS,72133493,"[""pow"",""pos"",""mining-zone""]",,,
QTUMETH,TRADING,QTUM,ETH,,Ξ,0.01,0.000001,Qtum,Ethereum,0.004388,0.004483,0.004382,0.004404,14213.1,62.9678153,0,14213.1,ALTS,ALTS,97451343,"[""pos"",""mining-zone""]",,,
BNTETH,TRADING,BNT,ETH,,Ξ,0.01,0.000001,Bancor,Ethereum,0.001731,0.001749,0.0017,0.00174,13974.03,23.94771092,0,13974.03,ALTS,ALTS,90547068,"[""defi""]",,,
SNMBTC,TRADING,SNM,BTC,,฿,1,1e-8,SONM,Bitcoin,4.3e-7,4.7e-7,4.1e-7,4.4e-7,8536435,3.78165576,0,8536435,BTC,BTC,359600000,"[""storage-zone""]",,,
BQXBTC,TRADING,BQX,BTC,,฿,1,1e-8,Voyager Token,Bitcoin,0.00000859,0.00000916,0.00000858,0.00000905,4255897,37.85179725,0,4255897,BTC,BTC,,[],,,
NEOETH,TRADING,NEO,ETH,,Ξ,0.01,0.000001,NEO,Ethereum,0.02982,0.029996,0.029444,0.029614,9418.18,280.01108643,0,9418.18,ALTS,ALTS,65000000,"[""pos"",""mining-zone""]",,,
KNCETH,TRADING,KNC,ETH,,Ξ,1,1e-7,KyberNetwork,Ethereum,0.001648,0.001648,0.00158,0.001608,123150,198.5029296,0,123150,ALTS,ALTS,200871753,"[""defi""]",,,
ZRXETH,TRADING,ZRX,ETH,,Ξ,1,1e-8,0x,Ethereum,0.00067243,0.00069517,0.00066162,0.00068457,46310,31.3625541,0,46310,ALTS,ALTS,743937911,"[""defi""]",,,
QTUMBTC,TRADING,QTUM,BTC,,฿,0.01,1e-7,Qtum,Bitcoin,0.0001374,0.0001394,0.0001356,0.0001363,205893.58,28.29768208,0,205893.58,BTC,BTC,97451343,"[""pos"",""mining-zone""]",,,
FUNETH,TRADING,FUN,ETH,,Ξ,1,1e-8,FunFair,Ethereum,0.00000678,0.00000734,0.00000673,0.00000686,15178512,106.13669143,0,15178512,ALTS,ALTS,6548879188,[],,,
LTCBTC,TRADING,LTC,BTC,Ł,฿,0.01,0.000001,Litecoin,Bitcoin,0.004304,0.004517,0.004281,0.004355,233857.07,1021.9788648,0,233857.07,BTC,BTC,66031573,"[""pow"",""mining-zone""]",,,
LINKETH,TRADING,LINK,ETH,,Ξ,0.01,0.000001,ChainLink,Ethereum,0.022374,0.022489,0.022019,0.022087,51728.31,1147.78968509,0,51728.31,ALTS,ALTS,395509556,"[""defi""]",,,
ETHBTC,TRADING,ETH,BTC,Ξ,฿,0.001,0.000001,Ethereum,Bitcoin,0.031079,0.031259,0.030691,0.030893,189271.857,5857.20091354,0,189271.857,BTC,BTC,113728215,"[""pow"",""mining-zone""]",,,
XVGETH,TRADING,XVG,ETH,,Ξ,1,1e-8,Verge,Ethereum,0.00001162,0.00001199,0.00001145,0.00001147,17316979,202.46295511,0,17316979,ALTS,ALTS,16399694143,"[""pow"",""mining-zone""]",,,
ZRXBTC,TRADING,ZRX,BTC,,฿,1,1e-8,0x,Bitcoin,0.00002083,0.00002152,0.00002051,0.00002121,1061924,22.33134995,0,1061924,BTC,BTC,743937911,"[""defi""]",,,
IOTAETH,TRADING,IOTA,ETH,,Ξ,1,1e-8,MIOTA,Ethereum,0.0005589,0.00056993,0.00052422,0.00053847,662543,362.62026546,0,662543,ALTS,ALTS,2779530283,"[""pow""]",,,
OMGBTC,TRADING,OMG,BTC,,฿,0.01,1e-7,OmiseGO,Bitcoin,0.0001926,0.0001948,0.0001859,0.0001875,546731.41,103.55026472,0,546731.41,BTC,BTC,102042552,"[""pos"",""mining-zone""]",,,
AAVEBKRW,TRADING,AAVE,BKRW,,,0.001,1,Aave,Binance KRW,94998,102913,94312,101575,369,36828966.762,0,368.468,USDⓈ,USDⓈ,,"[""defi""]",,,
AAVEBNB,TRADING,AAVE,BNB,,,0.01,0.0001,Aave,BNB,3,3.23,2.9369,3.1592,1367.21,4302.869201,0,1367.21,BNB,BNB,,"[""defi""]",,,
AAVEBTC,TRADING,AAVE,BTC,,฿,0.01,0.000001,Aave,Bitcoin,0.004579,0.00495,0.004472,0.004859,86973.7,416.77823535,0,86973.7,BTC,BTC,,"[""defi""]",,,
AAVEBUSD,TRADING,AAVE,BUSD,,,0.001,0.001,Aave,BUSD,87.666,95,86.578,92.747,8685.31,800473.236538,0,8685.31,USDⓈ,USDⓈ,,"[""defi""]",,,
AAVEETH,TRADING,AAVE,ETH,,Ξ,0.001,0.00001,Aave,Ethereum,0.14724,0.16055,0.14489,0.15723,15637.553,2430.97079196,0,15637.553,ALTS,ALTS,,"[""defi""]",,,
AAVEUSDT,TRADING,AAVE,USDT,,,0.001,0.001,Aave,TetherUS,87.576,95,86.598,92.68,287500.068,26413458.664407,0,287500.068,USDⓈ,USDⓈ,,"[""defi""]",,,
ADABKRW,TRADING,ADA,BKRW,,,0.1,0.01,Cardano,Binance KRW,171.89,172.93,165.37,167.86,61384.8,10320778.819,0,61384.8,USDⓈ,USDⓈ,31112484646,"[""mining-zone"",""pos""]",,,
ADABNB,TRADING,ADA,BNB,,,1,0.000001,Cardano,BNB,0.005427,0.005444,0.005206,0.005237,1163920,6186.12165,0,1163920,BNB,BNB,31112484646,"[""mining-zone"",""pos""]",,,
ADABTC,TRADING,ADA,BTC,,฿,1,1e-8,Cardano,Bitcoin,0.00000827,0.00000829,0.00000799,0.00000806,50294372,407.16823801,0,50294372,BTC,BTC,31112484646,"[""mining-zone"",""pos""]",,,
ADABUSD,TRADING,ADA,BUSD,,,0.1,0.00001,Cardano,BUSD,0.15817,0.1601,0.15125,0.15371,7031039.7,1091757.879898,0,7031039.7,USDⓈ,USDⓈ,31112484646,"[""mining-zone"",""pos""]",,,
ADAETH,TRADING,ADA,ETH,,Ξ,1,1e-8,Cardano,Ethereum,0.00026628,0.00026701,0.00025863,0.00026078,3880055,1015.80848462,0,3880055,ALTS,ALTS,31112484646,"[""mining-zone"",""pos""]",,,
ADAEUR,TRADING,ADA,EUR,,,0.1,0.00001,Cardano,Euro,0.1313,0.13229,0.1255,0.12735,1891334.8,243182.516307,0,1891334.8,USDⓈ,USDⓈ,31112484646,"[""mining-zone"",""pos""]",,,
ADATUSD,TRADING,ADA,TUSD,,,0.1,0.00001,Cardano,TrueUSD,0.15836,0.16,0.15025,0.15344,246593.5,38213.232532,0,246593.5,USDⓈ,USDⓈ,31112484646,"[""mining-zone"",""pos""]",,,
ADAUSDC,TRADING,ADA,USDC,,,0.1,0.00001,Cardano,USD Coin,0.15789,0.1601,0.15132,0.15329,2007261.7,311652.286567,0,2007261.7,USDⓈ,USDⓈ,31112484646,"[""mining-zone"",""pos""]",,,
ADAUSDT,TRADING,ADA,USDT,,,0.1,0.00001,Cardano,TetherUS,0.15834,0.16,0.15132,0.15352,228491013,35532807.817837,0,228491013,USDⓈ,USDⓈ,31112484646,"[""mining-zone"",""pos""]",,,
ADXBTC,TRADING,ADX,BTC,,฿,1,1e-8,AdEx,Bitcoin,0.00001545,0.00001562,0.00001497,0.00001558,1396392,21.34365502,0,1396392,BTC,BTC,73430701,[],,,
ADXETH,TRADING,ADX,ETH,,Ξ,1,1e-7,AdEx,Ethereum,0.000497,0.0005079,0.0004842,0.0005044,256550,126.7681037,0,256550,ALTS,ALTS,73430701,[],,,
AEBTC,TRADING,AE,BTC,,฿,1,1e-8,Aeternity,Bitcoin,0.00000787,0.00000839,0.00000765,0.0000077,15513671,124.31445494,0,15513671,BTC,BTC,326565338,"[""pow"",""mining-zone""]",,,
AERGOBTC,TRADING,AERGO,BTC,,฿,1,1e-8,Aergo,Bitcoin,0.00000229,0.00000249,0.00000218,0.00000236,4702416,10.90588996,0,4702416,BTC,BTC,,"[""pos""]",,,
AERGOBUSD,TRADING,AERGO,BUSD,,,0.1,0.00001,Aergo,BUSD,0.04372,0.0483,0.04293,0.0449,1657732.1,75562.580732,0,1657732.1,USDⓈ,USDⓈ,,"[""pos""]",,,
AGIBTC,TRADING,AGI,BTC,,฿,1,1e-8,SingularityNET,Bitcoin,0.00000269,0.00000274,0.00000254,0.00000268,4741453,12.50168263,0,4741453,BTC,BTC,851594705,[],,,
AIONBNB,TRADING,AION,BNB,,,1,0.000001,AION,BNB,0.002707,0.002926,0.00267,0.002806,214336,601.329916,0,214336,BNB,BNB,318443045,"[""pos"",""mining-zone""]",,,
AIONBTC,TRADING,AION,BTC,,฿,1,1e-8,AION,Bitcoin,0.00000413,0.00000453,0.00000405,0.00000433,12646442,55.00702772,0,12646442,BTC,BTC,318443045,"[""pos"",""mining-zone""]",,,
AIONETH,TRADING,AION,ETH,,Ξ,0.01,0.000001,AION,Ethereum,0.000133,0.000146,0.00013,0.000139,725333.06,100.84973976,0,725333.06,ALTS,ALTS,318443045,"[""pos"",""mining-zone""]",,,
AIONUSDT,TRADING,AION,USDT,,,0.01,0.0001,AION,TetherUS,0.0795,0.086,0.0783,0.0825,6033166.49,498365.234148,0,6033166.49,USDⓈ,USDⓈ,318443045,"[""pos"",""mining-zone""]",,,
AKROBTC,TRADING,AKRO,BTC,,฿,1,1e-8,Akropolis,Bitcoin,7.1e-7,7.6e-7,6.5e-7,6.9e-7,112459189,78.68597765,0,112459189,BTC,BTC,,"[""innovation-zone"",""defi""]",,,
AKROUSDT,TRADING,AKRO,USDT,,,1,0.000001,Akropolis,TetherUS,0.013601,0.014592,0.012599,0.013051,140634123,1868318.272064,0,140634123,USDⓈ,USDⓈ,,"[""innovation-zone"",""defi""]",,,
ALGOBNB,TRADING,ALGO,BNB,,,0.1,0.00001,Algorand,BNB,0.01145,0.01167,0.01111,0.01119,298787.7,3387.828571,0,298787.7,BNB,BNB,2643333333,"[""pos"",""mining-zone""]",,,
ALGOBTC,TRADING,ALGO,BTC,,฿,1,1e-8,Algorand,Bitcoin,0.00001745,0.00001789,0.00001706,0.00001719,4632477,80.34637078,0,4632477,BTC,BTC,2643333333,"[""pos"",""mining-zone""]",,,
ALGOBUSD,TRADING,ALGO,BUSD,,,0.01,0.0001,Algorand,BUSD,0.3345,0.3442,0.3235,0.3274,1085229.23,361521.061396,0,1085229.23,USDⓈ,USDⓈ,2643333333,"[""pos"",""mining-zone""]",,,
ALGOTUSD,TRADING,ALGO,TUSD,,,0.01,0.0001,Algorand,TrueUSD,0.3346,0.3429,0.3246,0.3284,52035.7,17339.993488,0,52035.7,USDⓈ,USDⓈ,2643333333,"[""pos"",""mining-zone""]",,,
ALGOUSDT,TRADING,ALGO,USDT,,,0.01,0.0001,Algorand,TetherUS,0.334,0.3442,0.3236,0.3278,21217249.32,7058211.432862,0,21217249.32,USDⓈ,USDⓈ,2643333333,"[""pos"",""mining-zone""]",,,
ALPHABNB,TRADING,ALPHA,BNB,,,1,1e-7,Alpha Finance Lab,BNB,0.0086044,0.008728,0.0081006,0.008212,302113,2557.5935536,0,302113,BNB,BNB,,"[""innovation-zone"",""defi""]",,,
ALPHABTC,TRADING,ALPHA,BTC,,฿,1,1e-8,Alpha Finance Lab,Bitcoin,0.00001315,0.0000134,0.00001241,0.00001266,6437043,82.56091811,0,6437043,BTC,BTC,,"[""innovation-zone"",""defi""]",,,
ALPHABUSD,TRADING,ALPHA,BUSD,,,0.1,0.00001,Alpha Finance Lab,BUSD,0.25207,0.25541,0.23677,0.24126,754443.5,185682.985928,0,754443.5,USDⓈ,USDⓈ,,"[""innovation-zone"",""defi""]",,,
ALPHAUSDT,TRADING,ALPHA,USDT,,,0.1,0.00001,Alpha Finance Lab,TetherUS,0.25165,0.25791,0.23665,0.241,17847692.4,4392835.482315,0,17847692.4,USDⓈ,USDⓈ,,"[""innovation-zone"",""defi""]",,,
AMBBTC,TRADING,AMB,BTC,,฿,1,1e-8,Ambrosus,Bitcoin,7e-7,7.2e-7,6.8e-7,7.1e-7,11983383,8.31532679,0,11983383,BTC,BTC,407403759,"[""pos"",""mining-zone""]",,,
ANKRBNB,TRADING,ANKR,BNB,,,1,1e-7,Ankr,BNB,0.000306,0.0003177,0.0003048,0.0003092,2903231,907.2688632,0,2903231,BNB,BNB,2629035843,"[""pow"",""mining-zone"",""pos""]",,,
ANKRBTC,TRADING,ANKR,BTC,,฿,1,1e-8,Ankr,Bitcoin,4.6e-7,4.9e-7,4.6e-7,4.8e-7,93129653,44.45154688,0,93129653,BTC,BTC,2629035843,"[""pow"",""mining-zone"",""pos""]",,,
ANKRUSDT,TRADING,ANKR,USDT,,,1,0.000001,Ankr,TetherUS,0.008952,0.009338,0.008894,0.009073,130577891,1193203.109803,0,130577891,USDⓈ,USDⓈ,2629035843,"[""pow"",""mining-zone"",""pos""]",,,
ANTBNB,TRADING,ANT,BNB,,,0.01,0.0001,Aragon,BNB,0.1167,0.1181,0.113,0.1147,19474.1,2246.030527,0,19474.1,BNB,BNB,39609522,"[""pos"",""mining-zone""]",,,
ANTBUSD,TRADING,ANT,BUSD,,,0.01,0.0001,Aragon,BUSD,3.4165,3.4877,3.2975,3.3698,123448.63,417439.176734,0,123448.63,USDⓈ,USDⓈ,39609522,"[""pos"",""mining-zone""]",,,
ANTUSDT,TRADING,ANT,USDT,,,0.01,0.0001,Aragon,TetherUS,3.409,3.4977,3.3004,3.3639,256154.19,866731.292009,0,256154.19,USDⓈ,USDⓈ,39609522,"[""pos"",""mining-zone""]",,,
APPCBTC,TRADING,APPC,BTC,,฿,1,1e-8,AppCoins,Bitcoin,0.00000146,0.00000162,0.00000137,0.00000147,8689435,13.14287869,0,8689435,BTC,BTC,246203091,[],,,
ARDRBTC,TRADING,ARDR,BTC,,฿,1,1e-8,Ardor,Bitcoin,0.0000036,0.00000372,0.00000352,0.00000358,2960247,10.68244955,0,2960247,BTC,BTC,998999495,"[""pos"",""mining-zone""]",,,
ARDRUSDT,TRADING,ARDR,USDT,,,0.1,0.00001,Ardor,TetherUS,0.06939,0.07199,0.06762,0.06833,8512696.3,599140.986692,0,8512696.3,USDⓈ,USDⓈ,998999495,"[""pos"",""mining-zone""]",,,
ARKBTC,TRADING,ARK,BTC,,฿,1,1e-8,Ark,Bitcoin,0.00002128,0.00002198,0.000021,0.00002153,479330,10.24293538,0,479330,BTC,BTC,149502282,"[""pos"",""mining-zone""]",,,
ARPABNB,TRADING,ARPA,BNB,,,1,0.000001,ARPA Chain,BNB,0.000786,0.000807,0.000768,0.000784,594753,469.196801,0,594753,BNB,BNB,684000000,[],,,
ARPABTC,TRADING,ARPA,BTC,,฿,1,1e-8,ARPA Chain,Bitcoin,0.0000012,0.00000124,0.00000117,0.0000012,22585249,27.40101917,0,22585249,BTC,BTC,684000000,[],,,
ARPAUSDT,TRADING,ARPA,USDT,,,0.1,0.00001,ARPA Chain,TetherUS,0.02298,0.02386,0.02249,0.02297,81552757.1,1883136.214047,0,81552757.1,USDⓈ,USDⓈ,684000000,[],,,
ASTBTC,TRADING,AST,BTC,,฿,1,1e-8,AirSwap,Bitcoin,0.00000502,0.00000525,0.00000463,0.00000481,6567163,32.51907708,0,6567163,BTC,BTC,150000000,"[""defi""]",,,
ATOMBNB,TRADING,ATOM,BNB,,,0.01,0.0001,Cosmos,BNB,0.1766,0.1775,0.174,0.1742,5028.47,885.153453,0,5028.47,BNB,BNB,190238328,"[""pos"",""mining-zone""]",,,
ATOMBTC,TRADING,ATOM,BTC,,฿,0.01,1e-7,Cosmos,Bitcoin,0.0002708,0.0002715,0.0002663,0.0002683,257704.13,69.24230097,0,257704.13,BTC,BTC,190238328,"[""pos"",""mining-zone""]",,,
ATOMBUSD,TRADING,ATOM,BUSD,,,0.001,0.001,Cosmos,BUSD,5.168,5.227,5.078,5.116,4755.113,24559.638365,0,4755.113,USDⓈ,USDⓈ,190238328,"[""pos"",""mining-zone""]",,,
ATOMUSDC,TRADING,ATOM,USDC,,,0.001,0.001,Cosmos,USD Coin,5.191,5.228,5.095,5.099,1612.639,8302.907635,0,1612.639,USDⓈ,USDⓈ,190238328,"[""pos"",""mining-zone""]",,,
ATOMUSDT,TRADING,ATOM,USDT,,,0.001,0.001,Cosmos,TetherUS,5.184,5.23,5.075,5.117,550701.59,2843540.513332,0,550701.59,USDⓈ,USDⓈ,190238328,"[""pos"",""mining-zone""]",,,
AUDBUSD,TRADING,AUD,BUSD,,,0.1,0.00001,Australia Dollar,BUSD,0.73902,0.74266,0.73314,0.73884,1467144.9,1084758.345729,0,1467144.9,USDⓈ,USDⓈ,,[],,,
AUDIOBTC,TRADING,AUDIO,BTC,,฿,1,1e-8,Audius,Bitcoin,0.00000823,0.00000875,0.00000767,0.00000834,3100767,25.02104654,0,3100767,BTC,BTC,,[],,,
AUDIOBUSD,TRADING,AUDIO,BUSD,,,0.1,0.00001,Audius,BUSD,0.1577,0.16952,0.14824,0.1589,655734.5,102173.326889,0,655734.5,USDⓈ,USDⓈ,,[],,,
AUDIOUSDT,TRADING,AUDIO,USDT,,,0.1,0.00001,Audius,TetherUS,0.15773,0.16783,0.1478,0.15854,10258858.7,1593453.31675,0,10258858.7,USDⓈ,USDⓈ,,[],,,
AUDUSDT,TRADING,AUD,USDT,,,0.1,0.00001,Australia Dollar,TetherUS,0.73871,0.74224,0.73307,0.73756,1402683,1034827.961271,0,1402683,USDⓈ,USDⓈ,,[],,,
AVABNB,TRADING,AVA,BNB,,,0.1,0.00001,Travala.com,BNB,0.02645,0.02738,0.02579,0.02592,42049.9,1116.993159,0,42049.9,BNB,BNB,,[],,,
AVABTC,TRADING,AVA,BTC,,฿,0.01,1e-7,Travala.com,Bitcoin,0.0000405,0.000042,0.0000395,0.0000398,275636.63,11.14879264,0,275636.63,BTC,BTC,,[],,,
AVABUSD,TRADING,AVA,BUSD,,,0.01,0.0001,Travala.com,BUSD,0.7763,0.83,0.7507,0.7601,55494.12,43402.742503,0,55494.12,USDⓈ,USDⓈ,,[],,,
AVAUSDT,TRADING,AVA,USDT,,,0.01,0.0001,Travala.com,TetherUS,0.7759,0.806,0.7489,0.7618,216564.04,168394.898934,0,216564.04,USDⓈ,USDⓈ,,[],,,
AVAXBNB,TRADING,AVAX,BNB,,,0.1,0.00001,Avalanche,BNB,0.12132,0.12239,0.11402,0.1149,2401.7,280.178716,0,2401.7,BNB,BNB,,"[""pos""]",,,
AVAXBTC,TRADING,AVAX,BTC,,฿,0.1,1e-8,Avalanche,Bitcoin,0.00018626,0.00018763,0.00017498,0.0001763,79179.1,14.28838405,0,79179.1,BTC,BTC,,"[""pos""]",,,
AVAXBUSD,TRADING,AVAX,BUSD,,,0.01,0.0001,Avalanche,BUSD,3.598,3.612,3.3265,3.3659,21055.62,72948.461857,0,21055.62,USDⓈ,USDⓈ,,"[""pos""]",,,
AVAXTRY,TRADING,AVAX,TRY,,,0.01,0.01,Avalanche,Turkish Lira,27.8,28.24,26,26.37,7563.33,205424.8557,0,7563.33,USDⓈ,USDⓈ,,"[""pos""]",,,
AVAXUSDT,TRADING,AVAX,USDT,,,0.01,0.0001,Avalanche,TetherUS,3.5668,3.61,3.3,3.3562,313436.04,1081235.357338,0,313436.04,USDⓈ,USDⓈ,,"[""pos""]",,,
AXSBNB,TRADING,AXS,BNB,,,1,0.000001,Axie Infinity,BNB,0.01612,0.019874,0.01595,0.019262,204327,3665.975574,0,204327,BNB,BNB,,[],,,
AXSBTC,TRADING,AXS,BTC,,฿,1,1e-8,Axie Infinity,Bitcoin,0.00002487,0.00003038,0.0000243,0.00002958,3591070,98.59809266,0,3591070,BTC,BTC,,[],,,
AXSBUSD,TRADING,AXS,BUSD,,,0.1,0.00001,Axie Infinity,BUSD,0.477,0.57841,0.46831,0.56743,375287.9,195869.40577,0,375287.9,USDⓈ,USDⓈ,,[],,,
AXSUSDT,TRADING,AXS,USDT,,,0.1,0.00001,Axie Infinity,TetherUS,0.4757,0.5797,0.46771,0.56352,12623523.1,6625147.169782,0,12623523.1,USDⓈ,USDⓈ,,[],,,
BAKEBNB,TRADING,BAKE,BNB,,,1,0.000001,BakeryToken,BNB,0.000468,0.000472,0.000428,0.000448,3990218,1772.267688,0,3990218,BNB,BNB,,"[""innovation-zone"",""defi""]",,,
BALBNB,TRADING,BAL,BNB,,,0.01,0.0001,Balancer,BNB,0.4621,0.4801,0.456,0.4595,565.95,265.127153,0,565.95,BNB,BNB,,"[""defi""]",,,
BALBUSD,TRADING,BAL,BUSD,,,0.001,0.001,Balancer,BUSD,13.49,14.122,13.321,13.456,1294.865,17644.451194,0,1294.865,USDⓈ,USDⓈ,,"[""defi""]",,,
BALUSDT,TRADING,BAL,USDT,,,0.001,0.001,Balancer,TetherUS,13.568,14.16,13.313,13.442,103347.704,1415500.772536,0,103347.704,USDⓈ,USDⓈ,,"[""defi""]",,,
BANDBNB,TRADING,BAND,BNB,,,0.1,0.00001,BAND,BNB,0.22612,0.25951,0.22478,0.25261,28546.3,6940.432684,0,28546.3,BNB,BNB,17083333,"[""defi"",""pos""]",,,
BANDBTC,TRADING,BAND,BTC,,฿,0.1,1e-8,BAND,Bitcoin,0.00034657,0.00039873,0.0003423,0.00038677,450929.6,171.20152336,0,450929.6,BTC,BTC,17083333,"[""defi"",""pos""]",,,
BANDUSDT,TRADING,BAND,USDT,,,0.01,0.0001,BAND,TetherUS,6.6435,7.6775,6.5531,7.381,2750903.91,19721214.609834,0,2750903.91,USDⓈ,USDⓈ,17083333,"[""defi"",""pos""]",,,
BATBNB,TRADING,BAT,BNB,,,0.1,0.00001,Basic Attention Token,BNB,0.00808,0.00812,0.00795,0.00802,68890.9,554.347914,0,68890.9,BNB,BNB,1482831732,[],,,
BATBTC,TRADING,BAT,BTC,,฿,1,1e-8,Basic Attention Token,Bitcoin,0.00001231,0.00001245,0.00001211,0.00001238,3739942,45.93103459,0,3739942,BTC,BTC,1482831732,[],,,
BATBUSD,TRADING,BAT,BUSD,,,0.01,0.0001,Basic Attention Token,BUSD,0.2347,0.2393,0.2312,0.2354,164776.9,38907.06999,0,164776.9,USDⓈ,USDⓈ,1482831732,[],,,
BATETH,TRADING,BAT,ETH,,Ξ,1,1e-8,Basic Attention Token,Ethereum,0.00039594,0.00049298,0.00039184,0.00040043,251057,103.24958901,0,251057,ALTS,ALTS,1482831732,[],,,
BATUSDC,TRADING,BAT,USDC,,,0.01,0.0001,Basic Attention Token,USD Coin,0.2346,0.2386,0.2318,0.2335,39558.53,9361.894136,0,39558.53,USDⓈ,USDⓈ,1482831732,[],,,
BATUSDT,TRADING,BAT,USDT,,,0.01,0.0001,Basic Attention Token,TetherUS,0.2355,0.2395,0.2311,0.2355,10526780.27,2479433.716002,0,10526780.27,USDⓈ,USDⓈ,1482831732,[],,,
BCDBTC,TRADING,BCD,BTC,,฿,1,1e-8,Bitcoin Diamond,Bitcoin,0.00002855,0.00002936,0.00002827,0.0000291,136930,3.94261447,0,136930,BTC,BTC,186492897,"[""pow"",""mining-zone""]",,,
BCHABUSD,TRADING,BCHA,BUSD,,,0.001,0.001,Bitcoin Cash ABC,BUSD,16.452,17.45,15.4,15.502,30809.068,501346.844382,0,30809.068,USDⓈ,USDⓈ,,"[""innovation-zone"",""pow""]",,,
BCHBNB,TRADING,BCH,BNB,,,0.001,0.001,Bitcoin Cash,BNB,9.701,9.938,9.624,9.685,577.978,5638.030701,0,577.978,BNB,BNB,18592581,"[""pow"",""mining-zone""]",,,
BCHBTC,TRADING,BCH,BTC,,฿,0.001,0.000001,Bitcoin Cash,Bitcoin,0.014849,0.015068,0.014715,0.01488,24863.356,369.75794077,0,24863.356,BTC,BTC,18592581,"[""pow"",""mining-zone""]",,,
BCHBUSD,TRADING,BCH,BUSD,,,0.00001,0.01,Bitcoin Cash,BUSD,284.67,290.91,281.03,283.87,4547.6,1297664.0018672,0,4547.59094,USDⓈ,USDⓈ,18592581,"[""pow"",""mining-zone""]",,,
BCHEUR,TRADING,BCH,EUR,,,0.00001,0.01,Bitcoin Cash,Euro,235.1,239.69,233,235.49,147.18,34739.0450547,0,147.17707,USDⓈ,USDⓈ,18592581,"[""pow"",""mining-zone""]",,,
